,caloric_af_in_pr,caloric_af_in_vl,caloric_af_ex_pr,caloric_af_ex_vl,caloric_af_in_pr2,caloric_af_in_vl2,caloric_af_ex_pr2,caloric_af_ex_vl2
Tuvalu,-0.02112806139868405,0.038407689405908885,,,-0.01762060582996159,0.03240089207246604,,
USSR,,,-0.0011311313921112745,0.004322519913770327,,,0.002556301446090422,0.0016184368821936569
Uganda,-0.009254097338878527,0.012799861902855782,-0.001079745463629836,-0.01017174340671676,-0.0035964477321456215,0.006663259913431389,-0.001103986164369154,-0.00862771741045283
Ukraine,0.0021467519893655436,0.02345802709056813,0.004636676932743588,0.0128906319870708,0.003968754139286165,0.017384495995797496,0.00282810564324769,0.013542594289892565
United Arab Emirates,,,0.009709009421109482,0.011720905495719846,,,0.011879387337212716,0.009639843492428279
United Kingdom,-0.0016253523765657303,0.0012795072451323676,0.016409389562914774,0.007054607363751151,-0.0031672288601582318,0.0029993142537331325,0.01731826909568551,0.006155737128022064
United States,0.009056638381132213,0.004147455011899305,-0.004377871099314656,-0.0038217677538368747,0.011648330328942533,0.002247684549111873,-0.0034435109426790744,-0.005258523678559259
Uruguay,-0.003993303793493412,-0.00017796871229785116,-0.015030207796360271,-0.003418298202902931,-0.005022023057299121,-0.0003801206695022587,-0.018029215112141322,-0.0020297309018543503
Vanuatu,0.06666766174817762,0.015432503731564578,-0.09003336362595094,-0.02726764478434689,0.055042786933678735,0.02572118091457695,-0.07256757707478644,-0.03146786581638098
Venezuela,0.027639474162239597,0.02169306551983492,0.02071339032274823,0.03306945406957004,0.029194536804884257,0.02167306859945398,0.021838928300586584,0.03105827609695336
Yemen,-0.012507219940244639,0.021999869232501915,-0.06466087907374231,-0.057606772911074425,-0.017725250132383043,0.020863456487947313,-0.07062197476967934,-0.05474485877535473
Yugoslav SFR,-0.00044590146069833393,-0.0008051759130080563,-0.003913905000708797,0.003418462252324835,-0.0003954884259937501,-0.0009228063273187467,-0.0022804132103522914,0.001330861075291424
Zambia,0.005906644757959575,-8.653110681239289e-05,0.022897172138501863,0.002886578695449769,0.001309143721751087,0.006242085952971447,0.023237369952026538,0.004244059553208038
Zimbabwe,0.006955422570765635,0.038730388123054786,0.0022436200209250703,0.00939336526260601,0.008800186960626765,0.036070496176010616,0.0004946208784588717,0.011453521645250068
American Samoa,,,-0.04903275171717618,-0.013743917146210092,,,-0.03896078120445205,-0.019181258321269164
Andorra,,,,,,,,
Angola,,,0.036069084351407286,-0.028872921121477508,,,0.004590732674999408,0.00264752756171894
Anguilla,,,,,,,,
Bouvet Island,,,,,,,,
British Indian Ocean Territory,,,0.025319787885937008,-0.006890840821589403,,,0.009214473532173799,0.009214473532173799
British Virgin Islands,,,-0.004938514659220728,-0.11585190851154342,,,-0.026848398970821415,-0.1068306874524323
Cayman Islands,,,0.1007542675486307,-0.011945516485573078,,,0.04440437553152882,0.04440437553152882
Chad,,,-0.01078899883963602,0.006176265617053414,,,-0.006119004061355889,0.00039921961715296347
Christmas Island,,,,,,,,
Cocos (Keeling) Islands,,,,,,,,
Czechoslovakia,,,-0.03605931872634287,-0.06036065140801069,,,-0.05184270689821936,-0.04458230500114074
Dominican Republic,,,0.006766514285434093,-0.0009816481723770418,,,0.005631609111338298,-0.0006882135570940221
Equatorial Guinea,,,,,,,,
Eritrea,,,0.05009826807484419,-0.008858372684746629,,,0.04342696140111234,-0.023926402827562653
Falkland Islands (Islas Malvinas),,,-0.06775968409617777,-0.14402778231396354,,,-0.10186039444114166,-0.10839740304982821
Federated States of Micronesia,,,,,,,,
Gibraltar,,,,,,,,
Guam,,,0.09822718033643522,0.12724449098231122,,,0.0941513587110899,0.13971952064792934
Guinea-Bissau,,,-0.014278458385979487,-0.019748093928686917,,,-0.020825155342805685,-0.014476882453471989
Haiti,,,-0.06532635071780908,-0.07119794427199004,,,-0.07078319521403517,-0.06879303240272316
Holy See,,,,,,,,
Iraq,,,-0.008220290489060034,-0.001652516558840702,,,-0.0027693270735021894,-0.0063837023821231255
Johnston Atoll,,,,,,,,
Laos,,,-0.011198965691270671,-0.015842391902727505,,,-0.014166220300103453,-0.00974037764352796
Lesotho,,,0.06140929377059765,-0.004742511891577716,,,0.07798942222713254,-0.020755265743318218
Liberia,,,-0.06750679659363049,-0.10304749625356638,,,-0.08279748250176552,-0.0887588625328062
Liechtenstein,,,,,,,,
Marshall Islands,,,0.039424172906328284,0.005649363583289296,,,0.03287848123296385,0.01654300060245604
Mayotte,,,,,,,,
Midway Island,,,,,,,,
Monaco,,,,,,,,
Mozambique,,,-0.026661274080347148,-0.043073156952639045,,,-0.03384222118836631,-0.03537777313892229
Myanmar,,,0.0009564239475390104,-0.0048603244155022455,,,-0.0006974507803501375,-0.0034847433073716557
Nauru,,,,,,,,
Niue,,,,,,,,
North Korea,,,0.07201954710963085,0.06335213166642117,,,0.07767940004551223,0.06016563887967751
Palau,,,,,,,,
Palestine,,,-0.0712533248574418,0.02011673595967066,,,-0.03570197660128699,-0.015929773347278298
Pitcairn Islands,,,,,,,,
Puerto Rico,,,0.005504597948545499,-0.0028176901431770374,,,0.003480033327281298,0.0013449475141133836
"Saint Helena, Ascension and Tristan da Cunha",,,,,,,,
Samoa,,,-0.07683889471558639,-0.015557065118255076,,,-0.07971078886756726,-0.012702646189804526
San Marino,,,,,,,,
Somalia,,,0.009199114965212389,0.02851945625263757,,,0.01578974110243772,0.022431065281869285
South Sudan,,,0.011574670130701667,0.006011412725776925,,,0.008793041428239293,0.008793041428239293
St. Pierre and Miquelon,,,,,,,,
Tajikistan,,,0.04968955107872403,-0.019172157290952528,,,0.03893061481293763,-0.010296919263485816
Timor-Leste,,,,,,,,
Tokelau,,,0.054953904846078996,-0.0032468366695945997,,,0.04037956711312731,0.013387800200238217
Turkmenistan,,,-0.027691746364420212,-0.04648303581676724,,,-0.040956545649136894,-0.04810431196395236
Turks and Caicos Islands,,,0.005692738480752469,0.0401046576280561,,,0.01466122538907091,0.02985973915827137
US Minor Is.,,,,,,,,
Unspecified Area,,,0.004360256947754995,0.0032638776282179938,,,0.004137467185905963,0.003534059655852955
Uzbekistan,,,-0.01247956160891592,-0.0061748408145347435,,,-0.010195484275013059,-0.0061153880667517875
Vietnam,,,-0.0034408093222594556,-0.00029047590232334067,,,-0.0023048009678144654,-0.0008665847144915763
Virgin Islands (U.S.),,,,,,,,
Wallis and Futuna Islands,,,,,,,,
Western Sahara,,,,,,,,
